6.166905724617318674e-01,3.041549867017143693e-01,3.158903243233928126e-01,5.703156004636867893e-01,5.876547491814799740e-01,1.388490822601309016e-01,-2.816339579001639337e-02,8.730037678263228296e-01,3.389081730192219921e-02,-4.143611115143760321e-02,1.088615696876626682e-01,3.067428625018909782e-01,3.457183976030498568e-02,3.915562125907930957e-01,2.504142993536282447e-01,2.979248380046679578e-01,1.949962421655869194e-01,6.022067894838564056e-02
6.662301538871651108e-01,4.972117606519523281e-01,1.360875467070936373e-01,2.075810107803835458e-01,5.118797623345219261e-01,1.170709923379027600e-01,-7.854744570825986094e-02,8.444854785850253176e-01,-5.289639181996118322e-02,-8.796969147759271801e-02,5.748753655819162367e-02,1.255531636751220925e-01,-3.433016463712783295e-02,4.984288004452600562e-01,1.836221022454786744e-01,3.977626763544753752e-01,1.904513459462442715e-01,1.688970455840569929e-01
7.817648850137249861e-01,5.356902571943098490e-01,2.217787563403008089e-01,2.858202798013780299e-01,7.100881711750244296e-01,1.705280468653939674e-01,-2.533001163547832224e-02,6.031346888835054099e-01,2.270860588761222931e-01,-4.423842667863156497e-02,-1.975553337162400946e-01,1.468728549303509878e-01,3.884425080663762159e-02,4.132598773287786686e-01,1.139241706101019325e-01,3.607675900176187667e-01,1.262538112847143013e-01,3.335025300797223591e-01
9.416352612118730203e-01,2.109021303501394939e-01,9.116875498904671027e-03,1.537967945465080755e-01,3.928608695431053399e-01,2.773288689241913407e-01,-4.878103541701014900e-02,7.231061222440499092e-01,2.316054050787096641e-01,1.371959705357979620e-01,2.018037112099680119e-01,1.609588321784206633e-01,1.127340810085938755e-01,3.693853869120519717e-01,2.977635567271573747e-01,4.501012650149774919e-01,-1.131368238954886737e-02,2.225997458601081114e-01
-3.842421963202847374e-02,8.530189183776709649e-02,4.449691621565942112e-01,1.931354292524406768e-01,8.864138535375737371e-01,3.656046421248607681e-01,3.418738126918206000e-01,9.415761478654696148e-01,1.433665002209580548e-02,2.537845761644628162e-01,2.095599388208599645e-01,2.168530511511793935e-01,1.906962706927119444e-01,1.876171207167696975e-01,4.346527912921326342e-01,7.609288587528008352e-02,1.388945238185755604e-01,5.538137748151103837e-03
6.302036567121859223e-01,4.479819513190967384e-01,9.957210578544294088e-02,4.799453140734420975e-01,7.766922157719762243e-01,-9.109596759766504237e-03,-4.512068570501496026e-03,5.978391455966209911e-01,1.974563594844873371e-02,-1.872385212068870819e-02,1.324683473190904626e-01,5.029521676684545195e-01,1.077795524056191501e-01,7.306780221328259550e-01,5.340488857667338718e-02,2.954946619841519739e-01,-3.731059516175891312e-04,2.041123408001339623e-01
9.726803745871546170e-01,5.781968098294676395e-01,1.720799577026702401e-02,8.625612115664888641e-03,4.131129793542326345e-01,1.728353259485375104e-01,1.988168540401871395e-02,4.364949215925960635e-01,5.965458322098803057e-02,4.301256305297530835e-02,8.615151272825918860e-02,2.202504194955356986e-02,5.287384448730374220e-02,1.975059569285137762e-01,4.480992015842754084e-01,6.560354028700939866e-01,2.401741326957976819e-01,2.758363721655401543e-02
6.206146565431434059e-01,1.451815386552194886e-01,1.421330645040433660e-01,-7.238151148471184959e-02,6.046075336296860003e-01,1.408777314974264672e-01,7.611409985122663535e-03,1.006593661235150705e+00,2.846526132636326145e-02,7.376419660686567292e-02,2.848814600640488526e-01,4.820573969815356019e-02,-9.036167707339200347e-04,3.743131867796823942e-01,6.833015569739947503e-01,5.646936321057102193e-01,1.808156570710686972e-01,5.368331498529338441e-02
5.472342417866010722e-01,2.475840274567463195e-01,2.534380778131941625e-01,2.589854444241831977e-01,5.818796140198360112e-01,2.187884286007886203e-01,2.268542471181156719e-02,8.432333927274926477e-01,8.534677369477663977e-02,-2.692385078502858298e-02,2.347359367321544092e-03,-4.615814911325036470e-03,2.599376320186192954e-02,3.057103089149889041e-01,4.772784090617366859e-01,4.079009562470514716e-01,2.000491081513925407e-01,7.332923798732045306e-02
6.003717815630363885e-01,4.514958105480696426e-01,1.437683916612575441e-01,4.328040426731403212e-01,1.055125669630325502e+00,-2.736501869801226672e-01,2.750156781856387747e-02,6.977580449726167311e-01,3.151063428647119524e-01,-3.067166573990111611e-01,2.898602803553233520e-01,2.293918617800547177e-01,-1.711478419473135282e-01,7.294558908661392671e-01,5.944617263961382569e-01,4.782092549235752998e-01,-3.158913622132033527e-01,-5.693035835156808749e-02
